Year,Division,Number_of_Hospitals,Number_of_Beds,Crude_Birth_Rate,GDP_per_Capita_USD,Dengue_Cases,Beds_per_1000_Pop,Hospitals_per_100k_Pop,Avg_Beds_per_Hospital,Bed_Occupancy_Rate_Pct,Urban_Population_Pct,Area_km2,Population_Share_Pct,Tertiary_Hospitals,District_Hospitals,Upazila_Health_Complexes,Private_Clinics,Specialized_Hospitals,NGO_Facilities,Community_Health_Clinics,Diagnostic_Centers,Dengue_Rate_per_100k,Dengue_Category,Dengue_Waste_Adjustment,Birth_Rate_Category,GDP_Category,GDP_Growth_Pct,Waste_Mgmt_Coverage_Pct,Proper_Segregation_Pct,Facilities_with_Incinerator,Facilities_with_Autoclave,General_Waste_kg_day,Infectious_Waste_kg_day,Sharps_Waste_kg_day,Pharmaceutical_Waste_kg_day,Chemical_Waste_kg_day,Cytotoxic_Waste_kg_day,Pathological_Waste_kg_day,Radioactive_Waste_kg_day,Total_Hazardous_Waste_kg_day,Total_Medical_Waste_kg_day,Waste_per_Bed_kg_day,Hazardous_Waste_Pct
2006,Rajshahi,252.0,9808.0,22.84,593.8,152.0,524.492,134.76,38.9,78.7,16.8,18197.0,11.0,21.0,47.0,53.0,73.0,19.0,18.0,16.0,13.0,0.81,Low,1.0832,Medium-High,Low Income,6.8,36.4,47.6,9.0,23.0,16498.23,4723.34,428.27,233.24,210.05,155.2,537.11,4.658,6291.88,22790.11,2.3236,27.61
2007,Rajshahi,244.0,10106.0,22.89,648.1,200.0,540.428,130.48,41.4,89.2,17.1,18197.0,11.0,18.0,44.0,56.0,85.0,20.0,16.0,15.0,13.0,1.07,Low,1.0927,Medium-High,Lower Middle,8.38,37.7,48.6,14.0,22.0,20455.43,6585.78,569.6,273.77,210.95,166.99,686.48,3.224,8496.8,28952.23,2.8649,29.35
2008,Rajshahi,273.0,9964.0,22.11,659.7,662.0,532.834,145.99,36.5,64.8,17.4,18197.0,11.0,22.0,54.0,57.0,81.0,21.0,21.0,16.0,12.0,3.54,Low,1.0798,Medium-High,Lower Middle,2.28,38.0,48.8,21.0,31.0,14570.63,4279.83,413.22,197.05,134.96,116.81,438.02,5.705,5585.59,20156.22,2.0229,27.71
2009,Rajshahi,298.0,11459.0,22.08,732.8,295.0,612.781,159.36,38.5,45.5,17.7,18197.0,11.0,25.0,59.0,56.0,81.0,20.0,20.0,19.0,14.0,1.58,Low,1.0751,Medium-High,Lower Middle,4.69,39.8,50.2,9.0,40.0,10602.49,3218.41,286.06,211.82,120.9,98.41,381.45,7.096,4324.16,14926.65,1.3026,28.97
2010,Rajshahi,296.0,12942.0,20.49,783.8,497.0,692.086,158.29,43.7,56.0,18.0,18197.0,11.0,24.0,45.0,62.0,84.0,24.0,22.0,18.0,14.0,2.66,Low,1.09,Medium-High,Lower Middle,3.27,41.0,51.2,29.0,15.0,16027.33,4407.61,413.9,293.21,136.81,78.46,458.75,7.457,5796.19,21823.53,1.6863,26.56
2011,Rajshahi,312.0,12698.0,20.88,860.6,1033.0,679.037,166.84,40.7,67.3,18.3,18197.0,11.0,25.0,53.0,58.0,82.0,23.0,22.0,15.0,13.0,5.52,Moderate,1.0919,Medium-High,Lower Middle,4.19,42.8,52.6,24.0,20.0,16375.15,5352.08,486.16,354.02,267.89,122.01,653.28,18.713,7254.16,23629.31,1.8609,30.7
2012,Rajshahi,318.0,12841.0,20.72,964.1,620.0,686.684,170.05,40.4,69.2,18.7,18197.0,11.0,26.0,59.0,59.0,75.0,24.0,24.0,21.0,16.0,3.32,Low,1.0827,Medium-High,Lower Middle,6.53,45.3,54.5,30.0,28.0,16865.09,5598.34,471.91,343.16,300.24,92.12,561.09,9.279,7376.14,24241.22,1.8878,30.43
2013,Rajshahi,304.0,13900.0,20.1,1113.5,98.0,743.316,162.57,45.7,56.0,19.0,18197.0,11.0,23.0,53.0,55.0,73.0,24.0,20.0,17.0,15.0,0.52,Low,1.0685,Medium-High,Lower Middle,12.36,48.8,57.3,28.0,42.0,15539.11,5191.8,388.91,304.47,259.87,65.5,395.29,12.634,6618.49,22157.6,1.5941,29.87
2014,Rajshahi,370.0,14985.0,19.11,1151.7,306.0,801.337,197.86,40.5,87.2,19.3,18197.0,11.0,31.0,71.0,73.0,113.0,30.0,28.0,24.0,16.0,1.64,Low,1.0984,Medium,Lower Middle,6.15,49.8,58.0,28.0,41.0,29614.21,7699.53,804.43,591.95,416.69,181.06,774.28,15.186,10483.12,40097.34,2.6758,26.14
2015,Rajshahi,370.0,15708.0,19.72,1158.7,192.0,840.0,197.86,42.5,58.6,19.6,18197.0,11.0,31.0,65.0,80.0,108.0,24.0,24.0,21.0,19.0,1.03,Low,1.0733,Medium,Lower Middle,-1.97,50.0,58.2,14.0,31.0,18611.57,5880.1,534.16,399.45,205.54,129.46,453.61,20.114,7622.43,26234.01,1.6701,29.06
2016,Rajshahi,399.0,16385.0,18.57,1398.4,399.0,876.203,213.37,41.1,35.6,19.9,18197.0,11.0,32.0,59.0,79.0,111.0,33.0,30.0,22.0,19.0,2.13,Low,1.0796,Medium,Lower Middle,15.47,55.6,62.6,15.0,36.0,10772.15,3458.5,297.79,185.94,166.5,73.87,433.03,14.229,4629.85,15402.0,0.94,30.06
2017,Rajshahi,430.0,17543.0,18.46,1561.5,171.0,938.128,229.95,40.8,45.4,20.2,18197.0,11.0,33.0,84.0,99.0,124.0,34.0,30.0,20.0,22.0,0.91,Low,1.0744,Low,Middle Income,14.9,59.5,65.6,30.0,26.0,15674.48,5448.94,465.45,324.16,238.42,153.77,584.13,11.86,7226.74,22901.22,1.3054,31.56
2018,Rajshahi,423.0,18317.0,17.85,1597.7,614.0,979.519,226.2,43.3,46.8,20.5,18197.0,11.0,33.0,87.0,72.0,119.0,29.0,23.0,25.0,21.0,3.28,Low,1.0732,Low,Middle Income,5.39,60.4,66.3,12.0,48.0,18069.84,5368.86,497.37,271.3,182.73,87.16,474.93,11.17,6893.52,24963.35,1.3629,27.61
2019,Rajshahi,438.0,17807.0,18.03,1883.7,7281.0,952.246,234.22,40.7,54.4,20.8,18197.0,11.0,35.0,74.0,83.0,124.0,31.0,31.0,24.0,23.0,38.94,Moderate,1.0871,Low,Middle Income,10.94,67.1,71.6,22.0,29.0,19582.67,5853.43,497.38,404.23,279.49,96.07,441.46,14.064,7586.13,27168.8,1.5257,27.92
2020,Rajshahi,444.0,18949.0,17.55,2064.1,94.0,1013.316,237.43,42.7,73.0,21.1,18197.0,11.0,36.0,75.0,79.0,138.0,36.0,30.0,24.0,20.0,0.5,Low,1.0802,Low,Middle Income,11.21,71.3,75.0,39.0,50.0,27211.67,7636.88,727.75,410.78,320.19,238.1,868.88,19.317,10221.91,37433.58,1.9755,27.31
2021,Rajshahi,465.0,17339.0,17.23,2120.8,2145.0,927.219,248.66,37.3,63.0,21.4,18197.0,11.0,34.0,95.0,105.0,120.0,37.0,30.0,29.0,24.0,11.47,Moderate,1.0914,Low,Middle Income,8.15,72.7,76.0,43.0,25.0,20732.63,5939.47,655.12,424.17,342.33,118.39,665.32,10.992,8155.79,28888.42,1.6661,28.23
2022,Rajshahi,485.0,18678.0,17.37,2652.7,3842.0,998.824,259.36,38.5,69.3,21.7,18197.0,11.0,41.0,90.0,105.0,139.0,39.0,29.0,28.0,24.0,20.55,Moderate,1.0746,Low,Upper Middle,19.12,85.2,85.8,41.0,36.0,29511.43,8320.74,695.93,492.88,423.69,291.76,679.74,5.244,10909.98,40421.41,2.1641,26.99
2023,Rajshahi,511.0,20243.0,17.31,2715.7,19199.0,1082.513,273.26,39.6,76.9,22.0,18197.0,11.0,41.0,106.0,98.0,156.0,41.0,36.0,32.0,27.0,102.67,High,1.0725,Low,Upper Middle,1.03,86.7,87.0,50.0,68.0,35271.85,9709.53,1058.77,438.2,589.05,215.7,1190.55,12.125,13213.92,48485.77,2.3952,27.25
2000,Rangpur,173.0,7253.0,25.75,424.8,244.0,426.647,101.76,41.9,61.6,13.0,16317.0,10.0,14.0,33.0,31.0,47.0,13.0,11.0,11.0,8.0,1.44,Low,1.0875,High,Low Income,0.0,31.9,44.1,13.0,17.0,9154.25,2436.55,251.14,143.25,107.12,48.12,226.35,9.832,3222.36,12376.61,1.7064,26.04
2001,Rangpur,198.0,7391.0,25.35,440.0,92.0,434.765,116.47,37.3,76.6,13.3,16317.0,10.0,16.0,34.0,43.0,53.0,13.0,12.0,10.0,9.0,0.54,Low,1.0749,High,Low Income,5.26,32.3,44.4,14.0,10.0,11996.36,3746.77,273.43,165.39,205.45,110.64,327.75,8.306,4837.74,16834.1,2.2776,28.74
2002,Rangpur,201.0,7579.0,24.41,439.7,227.0,445.824,118.24,37.7,45.1,13.6,16317.0,10.0,15.0,36.0,40.0,61.0,19.0,13.0,11.0,10.0,1.34,Low,1.0726,High,Low Income,-0.07,32.3,44.4,19.0,10.0,7813.28,2436.81,217.46,127.44,95.6,53.15,291.2,8.777,3230.44,11043.72,1.4571,29.25
2003,Rangpur,203.0,8498.0,24.12,482.3,124.0,499.882,119.41,41.9,83.7,13.9,16317.0,10.0,15.0,37.0,35.0,58.0,16.0,14.0,12.0,11.0,0.73,Low,1.0767,High,Low Income,4.39,33.3,45.2,9.0,16.0,15498.89,4040.45,369.75,276.45,205.02,148.92,332.65,9.299,5382.53,20881.41,2.4572,25.78
2004,Rangpur,227.0,8405.0,23.71,497.1,157.0,494.412,133.53,37.0,72.6,14.2,16317.0,10.0,18.0,45.0,41.0,62.0,17.0,13.0,13.0,11.0,0.92,Low,1.0793,High,Low Income,2.07,33.7,45.5,21.0,13.0,13525.98,3963.35,348.06,179.55,149.9,127.06,455.52,12.039,5235.48,18761.46,2.2322,27.91
2005,Rangpur,228.0,8644.0,23.54,522.8,105.0,508.471,134.12,37.9,74.7,14.5,16317.0,10.0,16.0,45.0,45.0,63.0,19.0,16.0,14.0,11.0,0.62,Low,1.0795,High,Low Income,0.73,34.4,46.0,12.0,10.0,13764.67,3784.39,352.09,292.58,184.23,114.47,427.45,9.925,5165.15,18929.82,2.1899,27.29
2006,Rangpur,242.0,10035.0,22.63,574.7,72.0,590.294,142.35,41.5,68.8,14.8,16317.0,10.0,19.0,44.0,47.0,75.0,16.0,15.0,14.0,10.0,0.42,Low,1.0647,Medium-High,Low Income,3.36,35.6,47.0,14.0,29.0,14708.88,3930.48,391.93,317.41,193.86,63.27,344.82,12.685,5254.45,19963.33,1.9894,26.32
2007,Rangpur,259.0,10488.0,22.44,637.6,106.0,616.941,152.35,40.5,66.4,15.1,16317.0,10.0,21.0,42.0,55.0,77.0,19.0,18.0,16.0,12.0,0.62,Low,1.0808,Medium-High,Lower Middle,6.62,37.1,48.2,14.0,24.0,15200.73,4399.53,401.15,207.5,192.65,72.44,466.83,2.939,5743.04,20943.77,1.9969,27.42
2008,Rangpur,264.0,10128.0,22.12,694.0,326.0,595.765,155.29,38.4,67.3,15.4,16317.0,10.0,21.0,49.0,56.0,70.0,19.0,16.0,15.0,12.0,1.92,Low,1.0648,Medium-High,Lower Middle,7.6,38.5,49.3,9.0,35.0,13413.49,4030.18,338.43,210.67,175.17,81.12,487.25,13.495,5336.3,18749.8,1.8513,28.46
2009,Rangpur,280.0,11562.0,20.85,762.3,193.0,680.118,164.71,41.3,36.4,15.7,16317.0,10.0,22.0,52.0,52.0,86.0,24.0,20.0,16.0,14.0,1.14,Low,1.0809,Medium-High,Lower Middle,8.9,40.1,50.5,27.0,25.0,8304.79,2472.56,251.36,162.96,81.81,44.0,276.02,12.944,3301.65,11606.44,1.0038,28.45
2010,Rangpur,301.0,11874.0,21.28,799.4,264.0,698.471,177.06,39.4,74.5,16.0,16317.0,10.0,28.0,51.0,64.0,83.0,22.0,18.0,20.0,15.0,1.55,Low,1.0787,Medium-High,Lower Middle,5.32,41.1,51.3,25.0,30.0,19764.24,5201.88,531.54,376.9,297.05,132.9,564.02,16.915,7121.21,26885.45,2.2642,26.49
2011,Rangpur,335.0,11429.0,20.68,894.6,550.0,672.294,197.06,34.1,71.7,16.3,16317.0,10.0,26.0,53.0,64.0,97.0,28.0,23.0,19.0,16.0,3.24,Low,1.0806,Medium-High,Lower Middle,8.31,43.3,53.0,14.0,25.0,16259.74,5162.8,479.43,278.79,290.74,129.2,513.09,10.272,6864.33,23124.07,2.0233,29.68
2012,Rangpur,332.0,13310.0,19.74,1023.8,375.0,782.941,195.29,40.1,80.0,16.7,16317.0,10.0,26.0,61.0,62.0,94.0,27.0,23.0,18.0,16.0,2.21,Low,1.0824,Medium,Lower Middle,13.13,46.4,55.4,25.0,40.0,20871.02,6918.79,608.41,259.56,322.4,171.8,773.52,9.729,9064.21,29935.23,2.2491,30.28
2013,Rangpur,360.0,14524.0,19.0,1053.0,69.0,854.353,211.76,40.3,87.4,17.0,16317.0,10.0,27.0,66.0,67.0,96.0,29.0,25.0,23.0,16.0,0.41,Low,1.0792,Medium,Lower Middle,6.26,47.1,56.0,14.0,30.0,26719.37,8096.92,688.39,388.85,216.27,235.87,938.66,15.797,10580.76,37300.14,2.5682,28.37
2014,Rangpur,375.0,14362.0,19.51,1159.1,139.0,844.824,220.59,38.3,85.5,17.3,16317.0,10.0,28.0,62.0,66.0,100.0,29.0,26.0,24.0,19.0,0.82,Low,1.0735,Medium,Lower Middle,6.83,49.6,58.0,30.0,51.0,25364.56,6948.23,663.17,333.59,447.15,122.88,847.73,19.878,9382.63,34747.18,2.4194,27.0
2015,Rangpur,376.0,16567.0,18.95,1261.6,125.0,974.529,221.18,44.1,39.2,17.6,16317.0,10.0,29.0,65.0,64.0,102.0,31.0,23.0,24.0,19.0,0.74,Low,1.0784,Medium,Lower Middle,6.73,52.1,59.9,31.0,24.0,13908.61,3751.6,347.19,230.15,203.45,109.19,427.54,4.162,5073.28,18981.89,1.1458,26.73
2016,Rangpur,378.0,16866.0,18.65,1376.2,234.0,992.118,222.35,44.6,54.5,17.9,16317.0,10.0,30.0,61.0,82.0,107.0,30.0,26.0,21.0,19.0,1.38,Low,1.0769,Medium,Lower Middle,13.64,54.8,62.0,30.0,23.0,17833.44,5306.58,513.04,231.69,267.82,162.58,582.47,18.313,7082.5,24915.93,1.4773,28.43
2017,Rangpur,433.0,17212.0,18.72,1498.0,123.0,1012.471,254.71,39.8,54.4,18.2,16317.0,10.0,32.0,83.0,87.0,124.0,32.0,32.0,30.0,19.0,0.72,Low,1.088,Medium,Lower Middle,10.23,57.7,64.3,25.0,32.0,21079.22,5412.8,563.3,282.86,302.1,88.19,617.86,8.988,7276.1,28355.32,1.6474,25.66
2018,Rangpur,451.0,18134.0,18.75,1768.2,328.0,1066.706,265.29,40.2,52.7,18.5,16317.0,10.0,36.0,71.0,93.0,134.0,34.0,34.0,23.0,19.0,1.93,Low,1.0645,Medium,Middle Income,16.64,64.0,69.3,24.0,33.0,21883.58,5504.79,570.88,315.85,303.93,156.33,535.08,11.507,7398.37,29281.95,1.6148,25.27
2019,Rangpur,411.0,19192.0,17.79,1821.1,3880.0,1128.941,241.76,46.7,82.0,18.8,16317.0,10.0,36.0,66.0,75.0,112.0,36.0,30.0,24.0,21.0,22.82,Moderate,1.0765,Low,Middle Income,7.25,65.3,70.3,24.0,37.0,31620.46,9724.8,859.47,605.32,412.5,159.22,778.71,13.106,12553.12,44173.58,2.3017,28.42
2020,Rangpur,471.0,18575.0,17.78,2039.0,64.0,1092.647,277.06,39.4,83.8,19.1,16317.0,10.0,44.0,81.0,95.0,144.0,35.0,30.0,28.0,20.0,0.38,Low,1.0895,Low,Middle Income,9.86,70.4,74.3,36.0,30.0,34251.42,10079.62,812.77,675.13,551.12,171.03,897.12,14.386,13201.16,47452.58,2.5546,27.82
2021,Rangpur,445.0,19114.0,17.46,2114.6,1025.0,1124.353,261.76,43.0,29.3,19.4,16317.0,10.0,38.0,102.0,80.0,129.0,33.0,29.0,25.0,20.0,6.03,Moderate,1.072,Low,Middle Income,7.83,72.2,75.7,16.0,30.0,11638.77,3543.47,304.92,169.45,190.29,84.88,442.66,16.193,4751.87,16390.64,0.8575,28.99
2022,Rangpur,438.0,18794.0,17.68,2701.9,3016.0,1105.529,257.65,42.9,82.7,19.7,16317.0,10.0,30.0,91.0,102.0,111.0,35.0,27.0,26.0,24.0,17.74,Moderate,1.0967,Low,Upper Middle,21.32,86.0,86.5,39.0,32.0,32997.11,9790.46,883.54,479.55,512.54,169.82,826.55,21.48,12683.95,45681.06,2.4306,27.77
2023,Rangpur,504.0,20297.0,17.18,2681.9,15971.0,1193.941,296.47,40.3,57.4,20.0,16317.0,10.0,38.0,81.0,90.0,117.0,39.0,35.0,28.0,28.0,93.95,High,1.0994,Low,Upper Middle,-0.23,85.6,86.2,24.0,33.0,23717.01,6064.11,628.03,311.51,364.22,165.88,563.62,19.194,8116.55,31833.56,1.5684,25.5
2000,Sylhet,146.0,4575.0,26.7,440.9,338.0,384.454,122.69,31.3,84.4,20.0,12598.0,7.0,12.0,30.0,26.0,39.0,11.0,9.0,7.0,7.0,2.84,Low,1.0867,High,Low Income,0.0,33.3,45.1,12.0,16.0,8596.01,2144.09,206.44,132.09,76.74,39.37,255.35,5.867,2859.95,11455.96,2.504,24.96
2001,Sylhet,161.0,5024.0,26.43,418.4,113.0,422.185,135.29,31.2,49.3,20.3,12598.0,7.0,10.0,28.0,28.0,47.0,13.0,10.0,9.0,7.0,0.95,Low,1.0659,High,Low Income,0.1,32.8,44.7,5.0,12.0,4652.31,1532.57,125.6,58.02,42.32,36.12,194.43,5.008,1994.07,6646.38,1.3229,30.0
2002,Sylhet,152.0,5440.0,24.62,458.6,459.0,457.143,127.73,35.8,69.9,20.7,12598.0,7.0,11.0,27.0,36.0,42.0,13.0,10.0,9.0,8.0,3.86,Low,1.1049,High,Low Income,4.23,33.8,45.5,7.0,9.0,8057.86,2375.72,233.77,138.4,74.21,43.09,212.8,5.991,3083.99,11141.85,2.0481,27.68
2003,Sylhet,155.0,5713.0,24.37,490.3,187.0,480.084,130.25,36.9,61.2,21.0,12598.0,7.0,12.0,25.0,33.0,41.0,10.0,10.0,10.0,8.0,1.57,Low,1.0828,High,Low Income,6.13,34.6,46.1,10.0,17.0,7350.35,2046.79,185.53,141.01,70.18,42.49,265.06,6.039,2757.09,10107.44,1.7692,27.28
2004,Sylhet,176.0,5618.0,25.14,532.6,204.0,472.101,147.9,31.9,70.5,21.4,12598.0,7.0,14.0,29.0,36.0,46.0,16.0,12.0,10.0,8.0,1.71,Low,1.0737,High,Low Income,9.36,35.6,46.9,15.0,8.0,7814.22,2176.66,247.06,109.68,112.07,43.63,223.42,9.727,2922.25,10736.47,1.9111,27.22
2005,Sylhet,181.0,6117.0,23.9,544.5,166.0,514.034,152.1,33.8,74.5,21.7,12598.0,7.0,14.0,30.0,39.0,50.0,11.0,13.0,10.0,8.0,1.39,Low,1.09,High,Low Income,4.91,36.0,47.2,17.0,16.0,9676.03,2792.03,246.91,199.75,170.96,54.91,296.14,5.427,3766.13,13442.16,2.1975,28.02
2006,Sylhet,185.0,5795.0,23.49,607.5,104.0,486.975,155.46,31.3,64.9,22.1,12598.0,7.0,11.0,33.0,42.0,56.0,15.0,12.0,11.0,8.0,0.87,Low,1.067,High,Lower Middle,9.26,37.5,48.3,8.0,7.0,8301.28,2225.78,206.67,127.44,134.35,70.62,250.21,3.928,3019.0,11320.28,1.9535,26.67
2007,Sylhet,203.0,6751.0,22.93,638.5,146.0,567.311,170.59,33.3,76.7,22.4,12598.0,7.0,16.0,35.0,33.0,61.0,15.0,13.0,12.0,9.0,1.23,Low,1.0797,Medium-High,Lower Middle,6.77,38.3,48.9,18.0,23.0,10243.82,3150.33,257.85,144.11,124.99,96.59,323.77,9.09,4106.73,14350.56,2.1257,28.62
2008,Sylhet,199.0,7382.0,22.43,672.1,631.0,620.336,167.23,37.1,49.5,22.8,12598.0,7.0,16.0,37.0,36.0,51.0,16.0,12.0,12.0,8.0,5.3,Low,1.0896,Medium-High,Lower Middle,4.2,39.1,49.6,7.0,8.0,6992.49,2064.84,194.28,126.37,108.24,32.78,256.53,11.589,2794.62,9787.11,1.3258,28.55
2009,Sylhet,221.0,7182.0,20.91,721.3,274.0,603.529,185.71,32.5,46.5,23.1,12598.0,7.0,18.0,40.0,48.0,57.0,18.0,15.0,13.0,12.0,2.3,Low,1.0822,Medium-High,Lower Middle,3.04,40.3,50.5,14.0,26.0,6662.35,2184.14,187.65,127.92,85.85,56.96,249.78,9.347,2901.64,9563.99,1.3317,30.34
2010,Sylhet,222.0,7749.0,20.29,852.2,413.0,651.176,186.55,34.9,31.2,23.5,12598.0,7.0,16.0,39.0,49.0,49.0,19.0,15.0,12.0,10.0,3.47,Low,1.0881,Medium-High,Lower Middle,12.28,43.4,53.0,13.0,27.0,5302.92,1418.2,125.63,95.79,84.36,28.39,166.24,7.221,1925.83,7228.75,0.9329,26.64
2011,Sylhet,250.0,8418.0,21.13,855.1,688.0,707.395,210.08,33.7,48.0,23.8,12598.0,7.0,20.0,48.0,47.0,74.0,21.0,17.0,15.0,12.0,5.78,Low,1.0721,Medium-High,Lower Middle,3.52,43.5,53.1,17.0,25.0,8074.27,2340.01,227.86,157.95,102.58,63.86,304.29,4.769,3201.33,11275.6,1.3395,28.39
2012,Sylhet,252.0,8054.0,20.29,1036.1,487.0,676.807,211.76,32.0,70.3,24.2,12598.0,7.0,21.0,50.0,53.0,74.0,20.0,18.0,16.0,11.0,4.09,Low,1.0765,Medium-High,Lower Middle,14.49,47.8,56.4,16.0,30.0,12963.85,3440.3,316.3,267.58,139.52,113.3,320.33,14.292,4611.63,17575.48,2.1822,26.24
2013,Sylhet,248.0,9029.0,20.6,1117.1,100.0,758.739,208.4,36.4,84.1,24.5,12598.0,7.0,20.0,38.0,49.0,53.0,20.0,17.0,15.0,13.0,0.84,Low,1.0823,Medium-High,Lower Middle,12.72,49.7,57.9,19.0,32.0,13269.48,4297.25,349.75,216.82,119.22,103.53,501.9,7.982,5596.46,18865.93,2.0895,29.66
2014,Sylhet,278.0,9745.0,19.12,1204.6,251.0,818.908,233.61,35.1,58.9,24.9,12598.0,7.0,23.0,45.0,62.0,77.0,21.0,18.0,17.0,13.0,2.11,Low,1.095,Medium,Lower Middle,11.02,51.8,59.6,16.0,27.0,12748.31,3373.62,333.61,259.85,182.08,120.09,360.23,7.074,4636.56,17384.87,1.784,26.67
2015,Sylhet,286.0,10361.0,18.69,1235.8,186.0,870.672,240.34,36.2,47.8,25.2,12598.0,7.0,24.0,57.0,53.0,83.0,24.0,19.0,16.0,16.0,1.56,Low,1.0836,Medium,Lower Middle,4.55,52.6,60.2,16.0,14.0,9579.62,3145.12,278.92,186.15,167.26,62.41,361.52,5.07,4206.45,13786.07,1.3306,30.51
2016,Sylhet,311.0,10896.0,18.2,1431.6,321.0,915.63,261.34,35.0,79.8,25.6,12598.0,7.0,24.0,53.0,62.0,92.0,29.0,23.0,20.0,14.0,2.7,Low,1.0754,Low,Lower Middle,18.22,57.2,63.8,30.0,14.0,18245.1,5532.37,483.46,226.85,288.86,167.89,529.09,10.233,7238.76,25483.86,2.3388,28.41
2017,Sylhet,317.0,11855.0,18.84,1544.5,159.0,996.218,266.39,37.4,91.1,25.9,12598.0,7.0,26.0,59.0,57.0,78.0,23.0,21.0,20.0,15.0,1.34,Low,1.0815,Medium,Middle Income,13.65,59.9,65.9,22.0,38.0,21525.59,6059.48,631.42,306.58,195.5,195.29,526.74,15.257,7930.25,29455.84,2.4847,26.92
2018,Sylhet,312.0,11753.0,18.31,1631.9,586.0,987.647,262.18,37.7,39.9,26.3,12598.0,7.0,23.0,48.0,61.0,87.0,25.0,24.0,18.0,15.0,4.92,Low,1.0823,Low,Middle Income,7.65,62.0,67.5,10.0,39.0,8578.89,2378.97,257.6,135.56,129.0,60.07,306.34,15.697,3283.23,11862.12,1.0093,27.68
2019,Sylhet,347.0,12030.0,18.67,1757.2,5699.0,1010.924,291.6,34.7,76.8,26.6,12598.0,7.0,30.0,59.0,69.0,104.0,26.0,24.0,20.0,18.0,47.89,Moderate,1.0803,Medium,Middle Income,3.49,65.0,69.9,12.0,43.0,19293.6,5416.33,531.6,329.41,214.24,129.49,385.31,17.9,7024.27,26317.88,2.1877,26.69
2020,Sylhet,335.0,12249.0,16.9,2004.6,81.0,1029.328,281.51,36.6,52.4,27.0,12598.0,7.0,23.0,55.0,60.0,101.0,25.0,23.0,19.0,15.0,0.68,Low,1.0813,Low,Middle Income,8.01,70.8,74.4,14.0,20.0,12699.98,3729.37,313.88,219.25,183.64,83.06,343.91,9.424,4882.54,17582.52,1.4354,27.77
2021,Sylhet,368.0,12739.0,17.5,2210.3,1910.0,1070.504,309.24,34.6,36.6,27.3,12598.0,7.0,33.0,62.0,73.0,103.0,24.0,23.0,20.0,19.0,16.05,Moderate,1.0959,Low,Middle Income,12.71,75.7,78.3,12.0,33.0,9263.85,3088.18,255.17,198.84,94.68,62.13,295.06,4.171,3998.23,13262.08,1.0411,30.15
2022,Sylhet,359.0,12914.0,16.99,2763.1,2611.0,1085.21,301.68,36.0,68.5,27.7,12598.0,7.0,30.0,74.0,66.0,90.0,26.0,24.0,26.0,15.0,21.94,Moderate,1.0598,Low,Upper Middle,24.07,88.6,88.4,24.0,43.0,18419.65,4837.54,443.26,336.76,289.47,154.93,430.77,4.386,6497.11,24916.77,1.9294,26.08
2023,Sylhet,349.0,13529.0,16.23,2624.0,19352.0,1136.891,293.28,38.8,58.4,28.0,12598.0,7.0,25.0,58.0,52.0,101.0,23.0,22.0,20.0,15.0,162.62,High,1.0861,Low,Upper Middle,-2.38,85.4,85.9,13.0,35.0,14717.26,4280.29,416.51,270.43,171.21,129.61,462.99,20.116,5751.16,20468.43,1.5129,28.1
